title, authors, seminar, location, date, url, extra
First-principles calculations of electron chirality in solids, T. Miki, Asian-Pacific Condensed Matter Physics Seminars (AP-CMP), Online, 2025.10.14, https://asian-pacific-cmp-seminars.github.io/#seminar-6
